word,label,x,y
discordante,-1,8.386669,7.2713027
fc,1,1.461504,7.5807037
marear,-1,1.1659861,7.8834767
hipotension,-1,1.765216,8.256553
supraventricular,-1,1.4078919,7.022977
colgar,1,0.2639065,7.5778527
tia,-1,6.453793,10.316128
materno,-1,3.0625324,8.567215
prostata,-1,1.038724,8.637632
luis,-1,9.393248,5.0329447
sanchez,-1,2.9773388,7.3117185
hacerle,2,3.543452,9.384748
cardiologica,-1,1.7219248,7.8994336
db,-1,8.835719,9.877402
exfumador,-1,9.518393,7.9891706
cardiovascular,-1,1.4460717,7.4206347
exploracion,-1,2.0726352,7.5010376
precipitar,-1,6.3746405,9.258337
cuyo,0,4.5818543,3.772383
reducir,0,4.34607,2.3511815
down,-1,4.337944,9.746172
canal,-1,8.994027,9.888527
desflecar,-1,6.646878,5.4827957
resto,-1,5.6612387,6.485051
intervenir,-1,0.11354098,8.028487
actualidad,-1,6.3194184,2.4019957
anuloplatia,-1,7.5031624,2.1374745
sildenafilo,-1,5.859831,9.888906
julio,1,1.3137541,8.395124
hall,-1,6.35921,2.508577
monodisco,-1,5.547308,3.112563
hemodinamicos,0,4.4688773,4.463167
evolucion,1,1.0927663,7.125273
excelente,-1,3.1557803,5.947474
trta,-1,2.907679,8.643883
adiro,2,5.328462,9.013915
funcionalmente,-1,3.515146,1.8872147
cuadruple,-1,1.8190846,9.516223
secuencial,-1,2.9590118,10.068768
simson,-1,5.566271,7.1920686
exito,3,8.126361,8.061737
dispositivo,0,2.81476,2.3218944
situar,0,4.272672,4.2056794
cuantia,0,4.2339325,4.0687203
quer,-1,7.975505,6.635433
edad,-1,8.0518465,4.0590014
optar,-1,8.717231,8.092878
conservador,-1,5.180262,9.890488
plantear,-1,2.4996674,7.0747433
resustitucion,-1,2.8618848,9.958078
claramente,-1,4.915521,5.0809793
recomer,-1,3.349247,8.17867
representar,-1,8.018122,2.2800143
alinear,0,2.7874234,3.4061375
cerro,-1,5.8412313,5.1608953
amplatzer,0,4.187926,4.115956
vascular,-1,3.0053637,2.126338
faceta,0,3.6417096,3.4162352
deberse,-1,6.238733,5.783615
perforacion,0,3.4344907,4.4647303
adherir,0,3.4008362,3.4807699
dop,-1,5.734303,1.8911375
radial,0,2.6286042,3.7622573
dillatado,-1,8.122653,2.5899928
intravi,0,3.1903217,3.2569828
medtronic,-1,5.85723,2.5452664
presenciar,-1,5.9286647,4.6688395
alos,-1,7.6022887,10.693986
inferolateral,0,2.4560895,4.489733
transitorio,-1,1.1169249,8.701675
opresion,-1,1.945965,7.4469285
recidivar,-1,2.4157078,8.315438
insuficiente,-1,3.2177684,2.530831
ta,-1,1.4782548,8.587987
tx,1,0.91392076,8.19479
haberse,-1,2.1619904,9.62366
avlvula,-1,10.952767,7.2543726
valvulopatias,-1,5.8541145,4.2447286
neurologia,1,0.50135523,7.5030746
toracica,-1,1.0432465,6.0697184
vih,-1,3.4417522,9.977755
mitro,-1,5.525395,2.712006
ciclo,-1,3.263026,10.207528
largo,1,1.6136141,8.3080435
ciclar,-1,4.0450325,6.835139
sintomas,-1,1.6272335,7.2084885
progresar,2,5.4796257,8.421682
gra,-1,7.1875906,2.4782562
respectivamente,-1,5.4298706,2.3757114
imr,-1,6.7100134,2.2415183
diabetica,-1,4.5177927,10.253777
insulinodependiente,2,7.5153985,10.26467
percutaneamente,1,0.43474576,7.5115094
revascularizable,-1,8.017074,6.202815
inter,-1,6.899799,8.243434
paradojico,-1,1.9584826,4.4424195
izdo,-1,4.503938,8.695243
espesor,0,5.6765523,4.392428
parietal,-1,2.3081965,3.7043178
motilildad,-1,9.0316105,7.017605
izda,0,3.82929,5.0608907
psp,-1,3.4201643,2.039891
explorar,-1,6.1525393,4.5553546
veia,3,9.893649,7.4082823
cleft,-1,5.8041754,5.1123366
tricuspideas,-1,8.255335,3.800374
minimas,-1,5.9072595,2.8580148
ingreso,2,4.4571204,9.463217
tb,-1,7.8070946,10.162423
intervalo,2,7.4022117,9.244041
neumonitis,-1,5.533899,10.495722
postradiacion,-1,9.166248,9.765631
eef,-1,3.6718726,7.5954742
bb,-1,3.56466,8.287662
flecainida,-1,7.2655106,6.269724
ci,-1,0.6141749,6.340665
regurgiotacion,-1,10.12455,3.3476279
tvmns,-1,6.2768383,9.209546
fop,0,3.7275774,4.318992
suero,-1,1.3413078,6.5993686
fisiologico,0,4.38736,4.50688
agitar,1,0.8906389,6.838059
maniobrar,-1,2.37802,5.715143
positivo,1,1.8445946,6.573105
respuesta,-1,1.0935507,7.757802
malestar,-1,7.0339584,7.0325255
enel,-1,8.667895,8.232477
hospital,1,1.0468855,6.923755
concienciar,-1,2.9518535,6.3740377
secuela,-1,3.4571345,7.7656946
diabetico,2,3.003173,9.273951
inapropiado,2,5.5113206,8.809602
extrasistoles,-1,0.6928937,5.2944474
dilatadop,-1,10.677769,7.1332583
aniilo,-1,6.8024,4.211569
posicion,0,3.6418688,3.2207193
oclusion,1,0.5216471,7.2988653
scacst,-1,2.5022132,9.699403
fase,1,1.9389037,6.563587
iiib,0,4.318766,3.7473893
desplazar,0,3.5973482,4.444428
mitad,0,3.6225338,5.3439918
minuto,-1,1.9077244,5.90922
anterogrado,0,5.1168017,3.6649804
ecuacion,0,3.8788586,3.73691
continuidad,0,4.0191364,3.6506288
pretransplante,1,1.2464522,8.414411
motivar,-1,1.7602154,7.8420196
igualar,2,3.6999025,9.916734
recurrente,-1,2.3564386,8.328013
holter,-1,1.6311285,7.361444
diamtro,-1,7.5135584,7.4160743
paradoljico,3,9.24928,7.737522
teichold,0,3.5153692,5.227014
exacto,-1,3.164523,6.9771028
suficiente,1,2.1196682,6.421861
remodelar,-1,1.545287,4.382852
inverso,2,3.9725,9.537224
reingreso,3,9.405414,5.098219
cf,-1,0.96968544,6.203638
medicacion,-1,2.1670203,7.07608
angina,-1,-0.19722185,7.8582325
problema,1,1.6525631,6.069053
tecnicos,-1,4.224188,7.939855
videos,-1,7.040188,7.0906897
leaks,0,3.6793044,3.6399863
concretamente,-1,6.44897,5.1100144
anteromedial,-1,8.701971,9.715354
dermicas,-1,7.1201324,6.889834
envia,-1,4.356193,8.627859
actual,1,1.8538535,6.3243303
segumiento,-1,3.8467839,9.227185
inyectar,1,2.0271728,6.1465535
ecopotenciador,-1,2.6135066,6.982709
neuromediados,-1,8.489027,8.818528
polifical,3,8.233489,6.5676465
cansancio,2,3.7764,9.419933
mantener,2,3.2800424,9.023446
inr,1,1.0697848,7.806387
mañana,-1,1.4702265,6.3285446
noche,-1,7.7308364,10.911922
perfusion,1,1.9496263,6.3948936
miocardica,-1,2.0322874,4.777335
ansiedad,-1,5.9946,7.7319417
podia,2,6.0139303,8.367443
dormir,-1,3.5497723,8.85819
lateromedial,-1,6.99744,7.1426272
f,-1,9.452866,8.914817
b,1,0.8061559,7.3324924
dtd,-1,1.4748628,4.1330743
vm,0,4.0670447,3.523922
teien,-1,9.379387,8.645552
camars,-1,7.7724557,2.9643748
bidisco,-1,5.715185,2.6390083
disco,0,3.927139,3.6088524
trastornar,-1,1.8290693,5.067052
rama,-1,1.8485181,4.61216
aprtura,-1,7.8288817,3.8098745
valiasing,-1,10.884044,7.2707767
nov,-1,0.7049481,8.572037
bypas,2,2.703862,9.9325285
degenrativa,-1,8.060282,3.6369178
inyeccion,-1,3.384426,7.663475
anti,2,7.425607,10.008178
enalapril,-1,3.007107,8.014442
atenolol,-1,5.52213,9.331471
hemodinamicamente,-1,6.2984686,7.406504
discineasi,-1,7.9023056,6.307875
extraistoles,-1,6.1582065,7.747559
percepcion,-1,4.1957374,9.343372
dpn,-1,4.609336,10.323843
bifascicular,-1,5.6069403,7.4623337
r,2,3.141956,9.465375
ergometria,-1,1.5202197,6.8725524
esv,-1,0.99838257,5.385949
patologia,-1,1.3314342,7.429204
esofagica,-1,4.971798,7.501132
acromegalia,-1,4.528462,10.242572
fumador,-1,4.6498,9.787473
trombosis,-1,2.4774272,9.443341
venoso,-1,3.3201306,6.758144
profundo,-1,2.0787816,5.787461
amiodarona,-1,1.7634283,7.9267077
deficiente,-1,4.8598957,7.83037
recentar,-1,0.82030344,5.616196
dlao,-1,7.4681716,10.670504
quitar,-1,6.9192634,7.3782115
mtx,-1,2.9550877,10.065924
hepatica,-1,2.7819679,8.127461
tromboembolica,-1,1.471862,8.999477
nornmal,3,9.86977,4.484012
apertrura,-1,9.244389,6.158894
apto,-1,2.3749814,9.313142
calcificion,-1,6.0853996,4.192751
asimetrica,0,4.185468,1.7216771
activar,-1,4.8582172,9.818339
estudio,1,1.863066,6.0302596
ecocardiografia,1,1.522215,6.000064
septiembre,-1,1.5363481,8.475065
oi,0,2.8158698,2.0461419
iz,-1,4.7408185,5.4581575
microburbujas,-1,8.068257,7.441274
buene,3,8.791571,2.6259906
transtricuspideo,-1,5.763038,3.3210158
gonzalez,-1,3.3396916,10.251584
proponer,-1,4.4883914,9.6702585
ieca,-1,2.6419294,8.468472
momento,-1,9.69555,3.3906994
antiguar,-1,0.556249,5.9867573
preoperatorio,-1,1.7247896,8.825559
herniar,-1,3.3695614,8.184513
degerativa,3,10.000868,5.5971923
signar,-1,3.069553,7.8723326
regularmente,-1,4.438311,8.12452
longitud,0,3.7277334,3.6917799
mecanicas,-1,5.511906,2.3633199
sep,-1,7.418256,10.010815
monoparexia,-1,3.9528227,9.903571
diarrea,-1,7.6292577,10.956314
tac,-1,1.4280564,7.148647
carotidas,-1,8.15102,6.1254354
carotidea,-1,6.5367093,2.2318077
ait,-1,-0.042490747,7.887283
territorio,-1,0.98408407,6.530593
carotideo,-1,1.835271,9.550868
normalizar,-1,1.9976506,7.848239
tiroideo,-1,2.4001687,7.923031
tiroxina,2,3.4255693,9.342238
hipotiroidismo,-1,1.6788319,7.779617
bioquimico,-1,2.2621658,8.263981
cirgia,2,2.6139915,9.225618
ir,-1,2.1163669,8.745863
dieta,2,6.613365,9.569662
soso,2,7.597476,9.443171
protesisao,-1,5.698209,2.1210778
concordante,-1,2.1681552,8.460828
miercoles,2,6.032317,8.701092
crisis,1,0.8300674,7.383658
dehiscencia,0,3.909857,4.2153573
insercion,0,2.9425006,4.3586364
restricion,-1,8.45179,3.2762706
iinsuficiencia,-1,10.562774,4.3100896
haber,-1,4.6341176,5.4734907
sumar,-1,4.8515143,5.281965
multifocal,-1,8.631177,6.4407887
toracicos,-1,1.0424803,5.804975
precordial,-1,1.1380752,7.533987
st,1,0.6226374,7.998886
injertar,-1,2.7707372,2.2699983
herrar,-1,4.343591,9.695672
trat,-1,1.6529005,8.39751
sacar,0,4.6924667,4.1805596
periprotesico,0,3.6743126,3.449932
masivo,0,4.7814116,3.4290638
ic,-1,-0.12711039,7.9674115
qtp,1,1.1962827,7.125828
cental,3,9.312291,3.3612702
alonso,-1,2.884159,7.781839
metabolico,2,7.2968745,9.549313
epoc,-1,0.6790425,5.6769676
saos,-1,3.398635,10.322458
discinetica,-1,6.877609,6.7732544
par,3,10.426599,5.619115
nefropatia,-1,3.5538578,9.594662
amputacion,2,2.9099286,9.569158
extremidad,2,8.0994425,10.276373
vti,0,5.190288,3.6390119
dts,-1,7.3924656,3.3449333
predominar,0,4.875309,4.459308
decir,-1,3.7092304,5.6367373
medición,0,2.9256208,5.36192
infraestima,-1,5.6711574,3.2893007
obstruccion,0,2.8134322,3.5933423
dinamico,0,4.4050045,4.584625
precoz,-1,1.8095927,9.560009
dla,-1,7.508537,10.766232
segmetaria,3,8.287411,6.5367584
preablacion,-1,1.8786677,9.565365
caceres,2,7.466132,9.5909395
montalvos,-1,0.5735122,8.533677
nyha,1,2.0544348,6.64885
mhg,-1,6.8267055,3.0746346
aortcio,-1,7.9042845,5.1957555
moviles,0,3.4519105,4.9790115
intenso,-1,4.266848,6.5527396
fsvd,-1,8.422994,3.8372383
mayor,-1,4.699233,5.343437
troncar,2,2.8652873,8.897259
escaso,0,4.1803308,4.271059
fibrosadas,3,9.009808,3.1840901
hepatico,-1,1.6445793,7.766688
biologicas,-1,5.294702,3.0376937
colecistitis,-1,7.576689,10.402522
nosocomial,-1,3.2148988,10.241064
hemocultivo,-1,2.3622892,8.120524
epidermidis,-1,1.7074565,9.304857
pp,0,4.2544923,4.780385
ant,-1,3.7450855,8.271273
vera,2,7.351128,9.288149
electro,-1,8.843887,8.901296
rt,-1,1.9363409,4.4482117
hematoma,1,1.3272469,7.3419905
peritoneal,-1,2.6023638,8.999923
valvul,-1,6.543855,3.042572
nodular,0,3.8170536,3.99624
firmar,-1,8.548542,9.48185
consentimiento,2,4.3211584,9.2318735
gm,-1,5.4346905,3.1335669
neoplasia,-1,1.894285,7.245854
ps,3,10.2634325,4.2403274
artritis,1,0.8800452,8.462697
reumatoide,-1,2.7080572,8.329101
dislipemia,-1,2.4242656,8.190142
hipertiroidismo,-1,2.6420214,9.3969
engrosda,-1,8.760749,2.801774
flexibe,-1,9.151805,2.69067
takotsubo,-1,3.8183105,8.428924
distal,0,3.6359951,3.1532125
previso,-1,7.2144294,7.85045
mh,-1,2.1088161,8.681092
preqx,-1,3.4625704,10.340683
organicidad,0,5.3311434,4.079904
preseravada,-1,9.758829,5.0004673
modertada,3,9.806297,7.2543993
mmm,-1,7.186064,2.9892309
fvd,-1,9.849816,4.719961
variabilidad,3,7.4121375,4.100987
habitualmente,-1,3.6534855,8.811371
fiable,0,4.147702,4.694697
inestable,-1,-0.051128738,7.9132514
seguimento,2,9.276741,9.599034
bajar,-1,4.9006543,5.9179096
mixomatosa,-1,6.6430407,5.8418922
sitio,-1,6.6360636,6.7239904
escapar,-1,8.126105,6.8697066
sarcoidosis,-1,1.8628536,8.8191395
domar,-1,6.395453,4.8098426
apicolateral,-1,5.754472,7.010591
fibrinolisis,-1,3.0469205,8.413778
inferoapical,0,2.7595696,5.1717095
discrepancia,-1,7.3221226,8.693243
subir,-1,3.6657119,6.8831406
by,-1,2.771704,1.9680939
pass,-1,2.6510928,2.3402982
mcpt,-1,1.6883585,7.737285
vs,-1,2.3437388,6.458588
hipetrofica,-1,3.6612642,8.020883
pseudo,-1,8.765911,4.803928
pae,-1,4.2075987,4.925712
indicacion,-1,1.48207,7.7000923
reparable,-1,7.515815,5.315476
vci,-1,3.0534093,3.069095
sincronico,-1,7.9718046,4.050288
sistemico,-1,4.1569767,7.929624
crest,2,4.272602,9.856077
intra,0,4.3487206,4.5288267
utilizar,-1,4.887015,8.276188
practicar,-1,4.1523027,8.447272
factor,-1,0.922948,6.7750564
bradicardia,1,0.809205,5.8752165
paravalvulares,0,4.0867376,4.304504
trivascular,-1,1.2554895,8.794472
implantacion,0,3.9195695,4.1410174
diastoles,-1,7.1282506,8.9481945
notablemente,-1,3.7576213,8.624938
lat,2,5.7064753,9.683838
hipomotilidad,-1,9.421892,4.888453
anilo,-1,8.361388,3.3242285
midazolam,-1,0.7814692,6.6051693
rafe,0,4.1215477,3.8589485
ser,-1,4.562509,8.121585
sci,-1,5.421789,3.8525689
scd,-1,5.343656,5.854449
longitudinal,0,2.3382127,4.004874
grado,0,4.3531704,4.1106277
brih,2,5.768642,8.801391
ramipril,-1,8.360745,8.706953
carvedilol,-1,3.3008788,8.107749
capacidad,2,6.5627584,9.247318
vdd,-1,1.8746263,9.519202
abrir,-1,5.902447,3.5564945
biventricular,-1,1.9427652,4.481459
cardioversiones,-1,8.474951,10.143465
recurrencia,-1,8.877758,7.071857
arteria,0,2.7423139,3.8052363
reinfarto,-1,9.179421,9.74371
criticar,-1,6.7375703,2.3857183
complicar,-1,3.1448607,8.183501
bav,-1,0.5056106,8.025883
completar,-1,1.8737855,5.885659
subxifoidea,0,3.6068866,4.1835685
septobasal,-1,6.5871134,6.0043736
carta,2,5.7487245,8.711235
caminar,-1,1.5138406,7.191543
cuesta,-1,3.9157372,9.113205
anasarca,-1,5.293621,10.357219
escleroclacificada,-1,8.778338,5.2938356
nc,0,3.452801,3.4270637
variación,0,4.251824,4.8532925
yu,3,10.089037,4.154072
corazon,-1,1.6745551,7.428642
probalemente,-1,6.779716,6.597768
apicolaterales,-1,8.689168,6.5214767
normofuncionantes,0,4.553543,2.1769378
apariencia,-1,8.240918,2.7066422
evalucion,1,0.8645559,7.142396
regurgitaciion,-1,10.8493,4.4871087
farmaco,-1,0.75040835,6.664276
diagonal,-1,1.7328986,9.5462055
pericardiocentesis,-1,2.5455186,9.228073
cor,-1,1.6217513,7.639803
fibrosados,0,4.2049656,2.142903
preencia,3,8.922363,3.2037168
verruga,0,3.382911,4.563481
subaracnoideo,2,7.760169,10.503381
ehler,-1,4.0411115,10.152785
danlos,-1,7.4503803,10.96029
endocrditis,-1,9.017631,4.784745
tendria,-1,5.583248,6.9767323
pseudobicuspide,0,4.7946124,3.8339858
restictivo,-1,8.280314,4.6362906
esclerodermia,-1,2.5148492,8.308775
protesism,3,9.661683,3.096955
embolico,-1,2.5943897,5.0824175
nivelar,-1,3.6765058,6.81968
nio,-1,7.688075,2.1861846
postvalvuloplastia,-1,7.421177,11.026593
esclerosados,-1,4.917838,3.2998617
movimeinto,-1,7.870219,7.1253877
sensibilidad,-1,6.8520675,8.048835
intracavitarios,-1,2.6057062,9.57841
catarral,-1,8.130388,9.650098
anemia,1,0.33895755,7.611112
hemolitica,2,6.5741777,9.546172
preferente,-1,2.9039686,6.7052007
gp,-1,5.5704784,2.928689
pdte,-1,1.8334607,8.719829
reg,-1,9.780389,7.460378
seudonormal,3,8.56108,5.000413
sistema,3,8.745305,7.395021
suprahepaticas,0,3.314798,2.3712635
bioprotesisaortica,-1,5.511728,1.9643723
dialtado,-1,8.027213,3.4645987
retraido,0,4.8018804,3.843679
izqueirda,-1,4.8161573,2.1359236
insufiencia,-1,7.3275456,2.644155
tavi,-1,2.73506,2.040161
hemipresion,-1,6.981348,2.507354
porcion,0,3.687609,3.5139604
ciudad,-1,2.0787709,7.7716966
rodrigar,1,0.8591603,8.147378
iscar,2,3.5548332,9.337177
gallego,1,1.8220999,9.286105
cicatriz,-1,3.5291922,5.7961006
cirrosis,-1,1.8350599,8.423702
periad,-1,7.798882,5.8016996
lupus,-1,1.7494372,8.0451565
tricuspidera,-1,10.186607,4.624304
ventriculos,-1,5.62653,7.118368
funcionar,-1,4.0452785,6.448671
sistolicas,-1,7.3453617,3.451343
valsartan,-1,6.0618577,9.194344
nitral,-1,7.8963456,2.3459601
adeno,-1,6.2710757,10.34784
cenar,-1,3.2945032,8.208411
comp,-1,3.6578944,8.39685
corregir,-1,3.4315138,7.802691
sustituir,2,4.908216,8.861078
poliester,-1,6.024784,2.585613
velour,-1,5.8367023,3.036539
platinum,2,4.303564,9.227145
drenaje,-1,3.5389636,6.837438
miopericarditis,-1,2.3080482,9.76077
volumenes,0,2.4159236,5.467226
nomral,3,9.268981,3.9427602
peircardico,-1,10.923322,4.650827
tethering,-1,7.1267962,5.4751797
superponible,1,1.1895654,7.306263
impresion,-1,5.7227726,6.212412
escentrico,-1,8.402596,3.2687042
confluencia,-1,4.572472,2.9657307
aconsejable,-1,1.2738155,6.9970646
concentrico,0,3.3450623,2.1992779
diastolio,-1,9.729125,5.383583
adyacente,0,3.6216824,3.4678018
disfx,-1,8.567378,9.148774
cambio,-1,1.3917394,6.3835998
aai,-1,5.8744364,2.4434516
regurgitacio,-1,8.21311,2.7777214
po,-1,7.2787294,10.51585
fibrinolisado,-1,3.1956215,8.725005
cardiogenico,-1,0.11021572,8.066529
envio,-1,7.4042497,10.714817
anticipar,-1,5.12237,10.40664
anticipadamente,2,5.3940077,8.720346
refire,-1,6.701704,10.012448
clinicos,-1,3.0412273,8.49848
oxigenoterapia,-1,7.463147,8.32468
auscultacion,3,10.574337,6.2521176
cama,-1,1.6945075,8.636479
disponible,1,1.025932,6.831622
simple,-1,7.4400024,9.923905
izq,-1,3.7547956,6.931511
intoleranciaal,-1,5.453723,8.438497
ge,-1,5.671066,9.56707
mesosistolico,-1,4.899943,7.5490294
estabilizar,2,4.1414766,9.562124
psoterior,-1,6.6523194,3.912651
pechar,2,7.385905,9.680162
centrotoracica,2,5.233413,9.539863
acompañar,2,4.2514343,9.263308
molestia,-1,2.5150104,8.699617
ceder,-1,4.8290973,10.025565
estatinas,-1,6.5662675,9.551271
revascularizadas,-1,4.2843347,7.672888
scacset,-1,6.38206,7.2593913
incierto,-1,6.4863887,10.297599
miocardicos,0,4.3553667,4.8292727
valv,3,8.831943,2.9709065
quimioterapia,1,-0.12038475,7.445503
diilatado,-1,8.665401,6.460503
alterciones,-1,6.5108724,7.3740487
pericardcio,-1,9.164658,4.9379373
regurgitacin,-1,4.7827654,2.192854
pedir,-1,2.7590005,6.890117
bradi,-1,4.027287,8.924956
taqui,-1,4.237735,9.502315
desproporcionar,-1,6.892255,8.11955
dbm,-1,3.1504657,8.450834
taq,-1,1.5118824,7.3112283
qtc,2,5.40407,8.652019
sc,-1,6.2018714,3.2921371
observandose,-1,6.005077,6.379993
supra,0,3.0798333,1.95434
miectomia,-1,6.018906,2.366463
hemiarco,-1,6.209414,3.2957828
sobreestimar,0,4.346908,4.6516232
sumir,-1,7.779568,2.7878652
sinotubular,-1,5.137365,2.7235591
distanciar,-1,6.5188265,3.7769225
carbomedic,-1,6.083242,2.3876653
insuficinecia,-1,7.2215543,2.4557168
auqneu,-1,7.8989124,6.9881883
interes,-1,6.1836267,8.345668
psudonormal,-1,9.748298,3.268736
minimamente,-1,7.3728743,3.3228552
morrow,-1,9.857432,8.654684
midio,-1,5.104513,5.0196967
magnificar,-1,4.4836183,5.0949006
cabeza,-1,6.1266007,5.2781157
tricvuspidea,-1,9.43106,2.7686212
domiciliario,-1,2.1595328,8.332602
libre,0,4.7669487,3.9117758
trabeculacion,0,2.7871706,4.5807247
compactacion,0,3.6546276,4.917786
izquierod,3,9.523532,5.010658
ligerametne,-1,9.074544,3.8000462
fracturar,1,0.78407604,7.4073625
patologica,-1,6.055189,6.2289357
farmacologico,1,1.9182708,6.612668
edwards,-1,5.5432673,2.1561134
normofuncion,-1,6.8843412,5.7132916
precision,-1,4.358429,5.890363
er,-1,7.3665032,8.332979
fx,-1,1.0468558,8.617208
hipocinesias,-1,3.8712134,7.277728
calcifacado,-1,8.839888,3.479228
esencialmente,-1,0.9403905,4.834572
compactar,-1,2.3961937,6.499647
mesosistole,-1,6.8431826,5.847313
jueves,-1,3.7382264,7.9642143
tf,-1,7.2479806,6.173436
macroprolactinoma,-1,5.238184,10.364806
cabergolina,1,0.83172023,7.4412436
endocrinologia,2,4.1060896,9.466748
paar,-1,9.787499,7.8688674
inespecifico,-1,5.135453,9.216749
cardioembolico,2,3.868119,9.258442
influir,-1,6.524602,5.6820745
enolico,2,5.2300854,9.169571
dialtadas,-1,8.7043705,3.7101645
absceso,0,3.640606,4.9181933
estarian,-1,7.1261363,4.691437
mencionar,3,10.645179,5.8013644
cavids,-1,7.226439,3.6481326
at,0,3.1790984,1.6806788
ira,-1,3.2798662,10.078952
iecas,2,5.2494297,9.330971
nornal,-1,10.716331,5.041064
trombopenia,2,3.0357575,9.353793
relleno,-1,8.105067,7.460903
supraestimada,3,8.995184,5.6628766
medicion,0,2.994524,5.3966465
tubo,0,3.2018578,1.9496895
pericarduico,3,10.588105,5.2685266
seguia,-1,6.783202,9.998505
seguimientio,3,8.323687,8.223066
sesión,-1,7.3275847,10.413092
radioterapia,-1,1.777452,8.3455
aperrtura,-1,7.738262,3.3368897
bi,-1,7.845721,9.469962
funcionalidad,-1,8.856951,3.2054095
tpsv,-1,3.1244593,9.870979
grsor,-1,6.5142174,5.631571
svam,-1,7.8172846,9.12855
atipico,-1,0.67170435,5.7640166
telediastolico,-1,5.437903,3.1067088
calcifacada,3,9.312385,3.9420047
pseudoprolapso,0,3.427471,3.3256307
delgadez,-1,7.245456,8.702248
fenotipo,-1,1.9166747,7.01403
marfan,-1,2.4310865,9.504632
reumaticas,-1,9.350094,9.422121
aguar,-1,4.952154,10.034908
sintrom,-1,3.451598,8.10196
persistencia,-1,3.7688053,6.8992434
oclusor,3,10.521152,6.9627395
artefacto,-1,3.4733982,6.729001
habitar,-1,2.2859666,8.2098675
delgado,-1,3.4418838,5.68076
dchas,-1,4.1162496,6.705905
probabilidad,-1,1.9292086,4.113106
bigeminismo,-1,1.952368,7.969026
inicialmente,-1,3.257152,8.470219
taponamiento,-1,2.1463215,8.90815
actuamente,-1,9.508694,9.595829
furosemida,2,5.282186,8.465476
insufienciamitral,-1,8.916387,3.3215137
maze,-1,6.3215475,2.4308252
sostener,-1,1.9013438,7.408678
apocard,-1,7.3385763,8.263798
evitar,-1,2.7795238,8.584617
situación,-1,7.4232554,7.7670836
estres,-1,1.670539,5.872644
col,2,5.1488223,8.589157
tsh,-1,3.946946,8.820194
ei,1,0.26951563,7.471116
prevencion,-1,0.5747541,6.1559877
idiopatica,2,5.8617296,9.453823
normaes,3,10.826952,6.545337
sg,-1,6.063918,2.1495132
compensar,-1,9.37765,8.029693
maleolar,2,7.615749,10.457444
fino,0,4.1881156,2.1037295
triuspide,3,9.687983,3.6131227
ramon,-1,3.87481,7.9512696
cajal,-1,4.405854,8.601195
flexibilidad,-1,6.7355213,6.341758
reguritacion,-1,8.142951,3.6247203
insuficienciaal,-1,7.3133755,2.4704394
septum,0,4.338499,1.9313891
pseudprolapso,-1,6.7040405,4.939353
dilatadcion,-1,9.540419,8.757452
extremo,-1,6.8626857,6.499777
hipermotilidad,-1,8.237744,7.4445395
predominantemente,0,3.5154216,4.457597
infravalorar,-1,7.9217405,7.2385874
alinearse,-1,7.2379174,3.0858257
tricuspides,-1,8.842471,4.7665954
normoapertura,-1,4.729039,2.2235315
anomalo,-1,1.9037194,4.5153317
unir,-1,7.7676315,5.840585
snc,0,5.344681,2.8555074
procedente,-1,7.4723115,8.790738
esclerocalcificado,-1,9.261093,3.3981376
expensar,-1,5.740481,6.9819245
estudiod,0,4.6666265,2.0997317
erecho,-1,5.3741674,2.4780188
brugada,2,5.03638,9.5851345
steiner,-1,3.6240206,10.369064
recidivante,-1,3.4447904,10.081585
trivalv,3,8.588854,3.2735522
adaptacion,-1,4.5488114,6.6324487
coaptan,-1,8.872237,4.0180273
abajar,-1,3.2617946,5.274198
obseva,3,8.293597,4.8816175
parcialmente,-1,5.724271,3.5534935
enolismo,-1,5.5669847,10.367625
dilatyado,3,10.708535,5.8008227
aoprtica,2,9.137629,9.532658
preanestesia,1,0.81503564,8.077128
iq,-1,0.5901177,8.682845
bolsa,-1,0.6301032,8.700084
generador,-1,2.9222872,9.937879
midazolan,0,2.7009323,4.4314213
informe,-1,1.8956894,7.3143053
diltacion,-1,7.435507,3.4038434
svaortica,2,7.260424,9.667685
pesudonormal,-1,7.986225,2.3851614
cardipatia,-1,3.424095,10.339046
iccc,-1,5.3996205,10.33976
acudio,2,4.363116,9.336471
espironolactona,-1,6.957603,7.317424
sat,-1,7.0099754,6.916435
ia,0,3.7886977,4.879974
levemnete,3,9.47717,4.211269
enolica,-1,2.3970323,7.5221214
adelgazamiento,0,2.6343687,4.42099
anclaje,-1,6.469295,4.8970666
habria,-1,2.4436486,7.0768085
clip,-1,0.61696106,7.166549
condicionante,3,8.594437,3.0330846
anatomicas,-1,7.6346736,4.8798165
verticalizado,-1,3.6601105,7.8749332
abandonar,3,9.373651,8.289264
protesicos,-1,7.7624984,3.4002523
norma,-1,8.577534,3.4541771
infraestimacion,-1,6.1695223,5.7046223
sistemica,-1,2.8546453,8.622079
revascularizo,-1,2.3187716,9.694957
ventriculografia,-1,7.7577996,10.883562
incluir,-1,2.4216144,7.626222
vavular,-1,9.444325,2.7935386
simetrica,-1,8.145952,8.942499
membranoso,-1,4.9137244,5.996196
traves,0,3.583665,3.6154366
externo,-1,3.7298338,6.0859904
mediano,2,4.374617,9.258943
cp,-1,3.3260603,10.196641
apnea,-1,2.9719598,8.696712
